id,year,category,nominee,artist
2777,1994,Best Jazz Vocal Performance,Mystery Lady - Songs Of Billie Holiday,Etta James
2779,1994,"Best Jazz Instrumental Performance, Individual Or Group",A Tribute To Miles,"Ron Carter, Herbie Hancock, Wallace Roney, Wayne Shorter & Tony Williams"
2780,1994,Best Large Jazz Ensemble Performance,Journey,McCoy Tyner Big Band
2781,1994,Best Latin Jazz Performance,Danzon,Arturo Sandoval
2782,1994,Best Rock Gospel Album,Wake-Up Call,Petra
2783,1994,Best Pop/Contemporary Gospel Album,Mercy,Andrae Crouch
2784,1994,"Best Southern Gospel, Country Gospel Or Bluegrass Gospel Album",I Know Who Holds Tomorrow,Alison Krauss & The Cox Family
2785,1994,Best Traditional Soul Gospel Album,Songs Of The Church - Live In Memphis,Albertina Walker
2786,1994,Best Contemporary Soul Gospel Album,Join The Band,Take 6
2789,1994,Best Latin Pop Performance,Segundo Romance,Luis Miguel
2790,1994,Best Tropical Latin Performance,Master Sessions Volume 1,Cachao
2791,1994,Best Mexican-American Performance,Recuerdo A Javier Solis,Vikki Carr
2792,1994,Best Traditional Blues Album,From The Cradle,Eric Clapton
2793,1994,Best Contemporary Blues Album,Father Father,Pops Staples
2794,1994,Best Traditional Folk Album,World Gone Wrong,Bob Dylan
2795,1994,Best Contemporary Folk Album,American Recordings,Johnny Cash
2796,1994,Best Reggae Album,Crucial! Roots Classics,Bunny Wailer
2797,1994,Best World Music Album,Talking Timbuktu,Ali Farka Toure & Ry Cooder
2798,1994,Best Polka Album,Music And Friends,Walter Ostanek Band
2799,1994,Best Musical Album For Children,The Lion King - Original Motion Picture Soundtrack,(Various Artists)
2800,1994,Best Spoken Word Album For Children,The Lion King Read-Along,Robert Guillaume
2801,1994,Best Spoken Word Or Non-Musical Album,Get In The Van - On The Road With Black Flag,Henry Rollins
2802,1994,Best Spoken Comedy Album,Live From Hell,Sam Kinison
2806,1994,Best Song Written Specifically For A Motion Picture Or For Television,Streets Of Philadelphia (From Philadelphia),"Bruce Springsteen, songwriter (Bruce Springsteen)"
2826,1994,"Best Music Video, Short Form",Love Is Strong,The Rolling Stones
2827,1994,"Best Music Video, Long Form",Zoo TV - Live From Sydney,U2
2828,1993,Record Of The Year,I Will Always Love You,Whitney Houston
2829,1993,Album Of The Year,The Bodyguard - Original Soundtrack Album,Whitney Houston
2832,1993,"Best Pop Vocal Performance, Female",I Will Always Love You,Whitney Houston
2833,1993,"Best Pop Vocal Performance, Male",If I Ever Lose My Faith In You,Sting
2834,1993,Best Pop Performance By A Duo Or Group With Vocal,A Whole New World (Aladdin's Theme),Peabo Bryson & Regina Belle
2835,1993,Best Traditional Pop Vocal Performance,Steppin' Out,Tony Bennett
2836,1993,Best Pop Instrumental Performance,Barcelona Mona,Bruce Hornsby & Branford Marsalis
2837,1993,"Best Rock Vocal Performance, Solo",I'd Do Anything For Love (But I Won't Do That),Meat Loaf
2838,1993,Best Rock Performance By A Duo Or Group With Vocal,Livin' On The Edge,Aerosmith
2839,1993,Best Hard Rock Performance With Vocal,Plush,Stone Temple Pilots
2840,1993,Best Metal Performance With Vocal,I Don't Want To Change The World,Ozzy Osbourne
2841,1993,Best Rock Instrumental Performance,Sofa,Steve Vai
2843,1993,Best Alternative Music Album,Zooropa,U2
2844,1993,"Best R&B Vocal Performance, Female",Another Sad Love Song,Toni Braxton
2845,1993,"Best R&B Vocal Performance, Male",A Song For You,Ray Charles
2846,1993,Best R&B Performance By A Duo Or Group With Vocal,No Ordinary Love,Sade
3908,1978,Best Inspirational Performance,Happy Man,B.J. Thomas
2848,1993,Best Rap Solo Performance,Let Me Ride,Dr. Dre
2849,1993,Best Rap Performance By A Duo Or Group,Rebirth Of Slick (Cool Like Dat),Digable Planets
2850,1993,Best New Age Album,Spanish Angel,Paul Winter Consort
2851,1993,Best Contemporary Jazz Performance (Instrumental),The Road To You,Pat Metheny Group
2852,1993,Best Jazz Vocal Performance,Take A Look,Natalie Cole
2854,1993,"Best Jazz Instrumental Performance, Individual Or Group","So Near, So Far (Musings For Miles)",Joe Henderson
2855,1993,Best Large Jazz Ensemble Performance,Miles And Quincy Live At Montreux,Miles Davis & Quincy Jones
2856,1993,"Best Country Vocal Performance, Female",Passionate Kisses,Mary Chapin Carpenter
2857,1993,"Best Country Vocal Performance, Male",Ain't That Lonely Yet,Dwight Yoakam
2858,1993,Best Country Performance By A Duo Or Group With Vocal,Hard Workin' Man,Brooks & Dunn
2859,1993,Best Country Vocal Collaboration,Does He Love You,Reba McEntire & Linda Davis
2860,1993,Best Country Instrumental Performance,Red Wing,"Asleep At The Wheel Featuring Eldon Shamblin, Johnny Gimble, Chet Atkins, Vince Gill, Marty Stuart & Reuben ""Lucky Oceans"" Gosfield"
2861,1993,Best Bluegrass Album,Waitin' For The Hard Times To Go,The Nashville Bluegrass Band
2863,1993,Best Rock Gospel Album,Free At Last,dc Talk
2864,1993,Best Pop/Contemporary Gospel Album,The Live Adventure,Steven Curtis Chapman
2865,1993,"Best Southern Gospel, Country Gospel Or Bluegrass Gospel Album",Good News,Kathy Mattea
2866,1993,Best Traditional Soul Gospel Album,Stand Still,Shirley Caesar
2867,1993,Best Contemporary Soul Gospel Album,All Out,The Winans
2869,1993,Best Latin Pop Album,Aries,Luis Miguel
2870,1993,Best Tropical Latin Album,Mi Tierra,Gloria Estefan
2871,1993,Best Mexican-American Album,Live,Selena
2872,1993,Best Traditional Blues Album,Blues Summit,B.B. King
2873,1993,Best Contemporary Blues Album,Feels Like Rain,Buddy Guy
2874,1993,Best Traditional Folk Album,The Celtic Harp,The Chieftains
2875,1993,Best Contemporary Folk Album,Other Voices/Other Rooms,Nanci Griffith
2876,1993,Best Reggae Album,Bad Boys,Inner Circle
2877,1993,Best World Music Album,A Meeting By The River,Ry Cooder & V.M. Bhatt
2878,1993,Best Polka Album,Accordionally Yours,Walter Ostanek & His Band
2879,1993,Best Musical Album For Children,Aladdin - Original Motion Picture Soundtrack,(Various Artists)
2880,1993,Best Spoken Word Album For Children,Audrey Hepburn's Enchanted Tales,Audrey Hepburn
2881,1993,Best Spoken Word Or Non-Musical Album,On The Pulse Of Morning,Maya Angelou
2882,1993,Best Spoken Comedy Album,Jammin' In New York,George Carlin
2886,1993,Best Song Written Specifically For A Motion Picture Or For Television,A Whole New World (Aladdin's Theme) (From Aladdin),"Alan Menken & Tim Rice, songwriters (Peabo Bryson & Regina Belle)"
2887,1993,Best Music Video - Short Form,Steam,Peter Gabriel
2888,1993,Best Music Video-Long Form,Ten Summoner's Tales,Sting
2907,1992,Record Of The Year,Tears In Heaven,Eric Clapton
2908,1992,Album Of The Year,Unplugged,Eric Clapton
2911,1992,"Best Pop Vocal Performance, Female",Constant Craving,k.d. lang
2912,1992,"Best Pop Vocal Performance, Male",Tears In Heaven,Eric Clapton
2913,1992,Best Pop Performance By A Duo Or Group With Vocal,Beauty And The Beast,Celine Dion & Peabo Bryson
2914,1992,Best Traditional Pop Vocal Performance,Perfectly Frank,Tony Bennett
2915,1992,Best Pop Instrumental Performance,Beauty And The Beast,Richard Kaufman
2916,1992,"Best Rock Vocal Performance, Female",Ain't It Heavy,Melissa Etheridge
2917,1992,"Best Rock Vocal Performance, Male",Unplugged,Eric Clapton
2918,1992,Best Rock Performance By A Duo Or Group With Vocal,Achtung Baby,U2
2919,1992,Best Hard Rock Performance With Vocal,Give It Away,Red Hot Chili Peppers
2920,1992,Best Metal Performance,Wish,Nine Inch Nails
2921,1992,Best Rock Instrumental Performance,Little Wing,Stevie Ray Vaughan & Double Trouble
2923,1992,Best Alternative Music Album,Bone Machine,Tom Waits
2924,1992,"Best R&B Vocal Performance, Female",The Woman I Am,Chaka Khan
2925,1992,"Best R&B Vocal Performance, Male",Heaven And Earth,Al Jarreau
2926,1992,Best R&B Performance By A Duo Or Group With Vocal,End Of The Road,Boyz II Men
2927,1992,Best R&B Instrumental Performance,Doo-Bop,Miles Davis
2929,1992,Best Rap Solo Performance,Baby Got Back,Sir Mix-A-Lot
2930,1992,Best Rap Performance By A Duo Or Group,Tennessee,Arrested Development
2931,1992,Best New Age Album,Shepherd Moons,Enya
2932,1992,Best Contemporary Jazz Performance (Instrumental),Secret Story,Pat Metheny
2933,1992,Best Jazz Vocal Performance,'Round Midnight,Bobby McFerrin
2935,1992,"Best Jazz Instrumental Performance, Individual Or Group",I Heard You Twice The First Time,Branford Marsalis
2936,1992,Best Large Jazz Ensemble Performance,The Turning Point,McCoy Tyner Big Band
2937,1992,"Best Country Vocal Performance, Female",I Feel Lucky,Mary Chapin Carpenter
2938,1992,"Best Country Vocal Performance, Male",I Still Believe In You,Vince Gill
2939,1992,Best Country Performance By A Duo Or Group With Vocal,Emmylou Harris & The Nash Ramblers At The Ryman,Emmylou Harris & The Nash Ramblers
2940,1992,Best Country Vocal Collaboration,The Whiskey Ain't Workin',Travis Tritt & Marty Stuart
2941,1992,Best Country Instrumental Performance,Sneakin' Around,Chet Atkins & Jerry Reed
2942,1992,Best Bluegrass Album,Every Time You Say Goodbye,Alison Krauss & Union Station
2944,1992,Best Rock/Contemporary Gospel Album,Unseen Power,Petra
2945,1992,Best Pop Gospel Album,The Great Adventure,Steven Curtis Chapman
2946,1992,Best Southern Gospel Album,Sometimes Miracles Hide,Bruce Carroll
2947,1992,Best Traditional Soul Gospel Album,He's Working It Out For You,Shirley Caesar
2948,1992,Best Contemporary Soul Gospel Album,Handel's Messiah - A Soulful Celebration,(Various Artists)
2950,1992,Best Latin Pop Album,Otro Dia Mas Sin Verte,Jon Secada
2951,1992,Best Tropical Latin Album,Frenesi,Linda Ronstadt
2952,1992,Best Mexican-American Album,Mas Canciones,Linda Ronstadt
2953,1992,Best Traditional Blues Album,Goin' Back To New Orleans,Dr. John
2954,1992,Best Contemporary Blues Album,The Sky Is Crying,Stevie Ray Vaughan & Double Trouble
2955,1992,Best Traditional Folk Album,"An Irish Evening - Live At The Grand Opera House, Belfast",The Chieftains
2956,1992,Best Contemporary Folk Album,Another Country,The Chieftains
2957,1992,Best Reggae Album,X-tra Naked,Shabba Ranks
2958,1992,Best World Music Album,Brasileiro,Sergio Mendes
2959,1992,Best Polka Album,35th Anniversary,Walter Ostanek & His Band
2960,1992,Best Album For Children,Beauty And The Beast - Original Motion Picture Soundtrack,(Various Artists)
2961,1992,Best Comedy Album,P.D.Q. Bach: Music For An Awful Lot Of Winds & Percussion,Peter Schickele
2962,1992,Best Spoken Word Or Non-Musical Album,What You Can Do To Avoid AIDS,"Earvin ""Magic"" Johnson & Robert O'Keefe"
2966,1992,Best Song Written Specifically For A Motion Picture Or For Television,Beauty And The Beast (From Beauty And The Beast),"Howard Ashman & Alan Menken, songwriters (Celine Dion & Peabo Bryson)"
2967,1992,Best Music Video - Short Form,Digging In The Dirt,Peter Gabriel
2968,1992,Best Music Video - Long Form,Diva,Annie Lennox
3964,1977,"Best Gospel Performance, Traditional",Just A Little Talk With Jesus,The Oak Ridge Boys
2988,1991,Record Of The Year,Unforgettable,"Natalie Cole (With Nat ""King"" Cole)"
2989,1991,Album Of The Year,Unforgettable With Love,Natalie Cole
2992,1991,"Best Pop Vocal Performance, Female",Something To Talk About,Bonnie Raitt
2993,1991,"Best Pop Vocal Performance, Male",When A Man Loves A Woman,Michael Bolton
2994,1991,Best Pop Performance By A Duo Or Group With Vocal,Losing My Religion,R.E.M.
2995,1991,Best Traditional Pop Performance,Unforgettable,"Natalie Cole (With Nat ""King"" Cole)"
2996,1991,Best Pop Instrumental Performance,Robin Hood - Prince Of Thieves,Michael Kamen
2997,1991,"Best Rock Vocal Performance, Solo",Luck Of The Draw,Bonnie Raitt
2998,1991,Best Rock Performance By A Duo Or Group With Vocal,"Good Man, Good Woman",Bonnie Raitt & Delbert McClinton
2999,1991,Best Hard Rock Performance With Vocal,For Unlawful Carnal Knowledge,Van Halen
3000,1991,Best Metal Performance,Metallica,Metallica
3001,1991,Best Rock Instrumental Performance,Cliffs Of Dover,Eric Johnson
3003,1991,Best Alternative Music Album,Out Of Time,R.E.M.
3004,1991,"Best R&B Vocal Performance, Female",Burnin',Patti LaBelle
3005,1991,"Best R&B Vocal Performance, Female",How Can I Ease The Pain,Lisa Fischer
3006,1991,"Best R&B Vocal Performance, Male",Power Of Love,Luther Vandross
3007,1991,Best R&B Performance By A Duo Or Group With Vocal,Cooleyhighharmony,Boyz II Men
3009,1991,Best Rap Solo Performance,Mama Said Knock You Out,LL Cool J
3010,1991,Best Rap Performance By A Duo Or Group,Summertime,D.J. Jazzy Jeff & The Fresh Prince
3011,1991,Best New Age Album,Fresh Aire 7,Chip Davis (Mannheim Steamroller)
3012,1991,Best Contemporary Jazz Performance,Sassy,The Manhattan Transfer
3013,1991,Best Jazz Vocal Performance,He Is Christmas,Take 6
3015,1991,"Best Jazz Instrumental Performance, Group",Saturday Night At The Blue Note,Oscar Peterson Trio
3016,1991,Best Large Jazz Ensemble Performance,Live At The Royal Festival Hall,Dizzy Gillespie
3017,1991,"Best Country Vocal Performance, Female",Down At The Twist And Shout,Mary Chapin Carpenter
3018,1991,"Best Country Vocal Performance, Male",Ropin' The Wind,Garth Brooks
3019,1991,Best Country Performance By A Duo Or Group With Vocal,Love Can Build A Bridge,The Judds
3020,1991,Best Country Vocal Collaboration,Restless,"Ricky Skaggs, Steve Wariner & Vince Gill"
3021,1991,Best Country Instrumental Performance,The New Nashville Cats,Mark O'Connor
3022,1991,Best Bluegrass Album,Spring Training,Carl Jackson & John Starling (With The Nash Ramblers)
3024,1991,Best Rock/Contemporary Gospel Album,Under Their Influence,Russ Taff
3025,1991,Best Pop Gospel Album,For The Sake Of The Call,Steven Curtis Chapman
3026,1991,Best Southern Gospel Album,Homecoming,The Gaither Vocal Band
3027,1991,Best Traditional Soul Gospel Album,Pray For Me,Mighty Clouds Of Joy
3028,1991,Best Contemporary Soul Gospel Album,Different Lifestyles,CeCe & BeBe Winans
3030,1991,Best Latin Pop Album,Cosas Del Amor,Vikki Carr
3031,1991,Best Tropical Latin Album,Bachata Rosa,Juan Luis Guerra 4.40
3032,1991,Best Mexican-American Album,16 de Septiembre,Little Joe
3033,1991,Best Traditional Blues Album,Live At The Apollo,B.B. King
3034,1991,Best Contemporary Blues Album,"Damn Right, I've Got The Blues",Buddy Guy
3035,1991,Best Traditional Folk Album,The Civil War - Original Soundtrack,(Various Artists)
3036,1991,Best Contemporary Folk Album,The Missing Years,John Prine
3037,1991,Best Reggae Album,As Raw As Ever,Shabba Ranks
3038,1991,Best World Music Album,Planet Drum,Mickey Hart
3039,1991,Best Polka Album,Live At Gilley's!,Jimmy Sturr
3040,1991,Best Album For Children,A Capella Kids,(The Maranatha! Kids)
3041,1991,Best Comedy Album,P.D.Q. Bach: WTWP Classical Talkity-Talk Radio,Peter Schickele
3042,1991,Best Spoken Word Or Non-Musical Album,The Civil War,Ken Burns
3046,1991,Best Song Written Specifically For A Motion Picture Or For Television,(Everything I Do) I Do It For You (From Robin Hood - Prince Of Thieves),"Bryan Adams, Michael Kamen & Robert John ""Mutt"" Lange, songwriters (Bryan Adams)"
3047,1991,Best Music Video - Short Form,Losing My Religion,R.E.M.
3048,1991,"Best Music Video, Long Form",Madonna - Blonde Ambition World Tour Live,Madonna
3067,1990,Record Of The Year,Another Day In Paradise,Phil Collins
3068,1990,Album Of The Year,Back On The Block,Quincy Jones (And Various Artists)
3071,1990,"Best Pop Vocal Performance, Female",Vision Of Love,Mariah Carey
3072,1990,"Best Pop Vocal Performance, Male",Oh Pretty Woman,Roy Orbison
3073,1990,Best Pop Performance By A Duo Or Group With Vocal,All My Life,Linda Ronstadt & Aaron Neville
3074,1990,Best Pop Instrumental Performance,Twin Peaks Theme,Angelo Badalamenti
3075,1990,"Best Rock Vocal Performance, Female",Black Velvet,Alannah Myles
3076,1990,"Best Rock Vocal Performance, Male",Bad Love,Eric Clapton
3077,1990,Best Rock Performance By A Duo Or Group With Vocal,Janie's Got A Gun,Aerosmith
3078,1990,Best Rock Instrumental Performance,D/FW,Vaughan Brothers
3079,1990,Best Hard Rock Performance,Time's Up,Living Colour
3080,1990,Best Metal Performance,Stone Cold Crazy,Metallica
3081,1990,Best Alternative Music Performance,I Do Not Want What I Haven't Got,Sinéad O'Connor
3082,1990,"Best R&B Vocal Performance, Female",Compositions,Anita Baker
3083,1990,"Best R&B Vocal Performance, Male",Here And Now,Luther Vandross
3084,1990,Best R&B Performance By A Duo Or Group With Vocal,I'll Be Good To You,Ray Charles & Chaka Khan
3086,1990,Best Rap Solo Performance,U Can't Touch This,M.C. Hammer
3087,1990,Best Rap Performance By A Duo Or Group,Back On The Block,"Melle Mel, Ice-T, Big Daddy Kane, Kool Moe Dee, Quincy Jones & Quincy D. III"
3088,1990,Best New Age Performance,Mark Isham,Mark Isham
3089,1990,Best Jazz Fusion Performance,Birdland,Quincy Jones
3090,1990,"Best Jazz Vocal Performance, Female",All That Jazz,Ella Fitzgerald
3091,1990,"Best Jazz Vocal Performance, Male",We Are In Love,"Harry Connick, Jr."
3094,1990,"Best Jazz Instrumental Performance, Big Band",Basie's Bag,Frank Foster
3095,1990,"Best Country Vocal Performance, Female",Where've You Been,Kathy Mattea
3096,1990,"Best Country Vocal Performance, Male",When I Call Your Name,Vince Gill
3097,1990,Best Country Performance By A Duo Or Group With Vocal,Pickin' On Nashville,The Kentucky Headhunters
3098,1990,Best Country Vocal Collaboration,Poor Boy Blues,Chet Atkins & Mark Knopfler
3099,1990,Best Country Instrumental Performance,"So Soft, Your Goodbye",Chet Atkins & Mark Knopfler
3100,1990,Best Bluegrass Recording,I've Got That Old Feeling,Alison Krauss
