id,year,category,nominee,artist
2248,2000,Best Spoken Comedy Album,Braindroppings,George Carlin
2250,2000,"Best Compilation Soundtrack Album For A Motion Picture, Television Or Other Visual Media",Almost Famous,(Various Artists)
2252,2000,"Best Song Written For A Motion Picture, Television Or Other Visual Media.",When She Loved Me (From Toy Story 2),"Randy Newman, songwriter (Sarah McLachlan)"
2275,2000,Best Classical Crossover Album,Appalachian Journey,"Yo-Yo Ma, Edgar Meyer, Mark O'Connor & Various Artists"
2276,2000,Best Short Form Music Video,Learn To Fly,Foo Fighters
2277,2000,Best Long Form Music Video,Gimme Some Truth - The Making Of John Lennon's Imagine Album,(John Lennon)
2278,1999,Record Of The Year,Smooth,Santana Featuring Rob Thomas
2279,1999,Album Of The Year,Supernatural,Santana
2282,1999,Best Female Pop Vocal Performance,I Will Remember You,Sarah McLachlan
2283,1999,Best Male Pop Vocal Performance,Brand New Day,Sting
2284,1999,Best Pop Performance By A Duo Or Group With Vocal,Maria Maria,Santana
2285,1999,Best Pop Collaboration With Vocals,Smooth,Santana Featuring Rob Thomas
2286,1999,Best Pop Instrumental Performance,El Farol,Santana
2287,1999,Best Dance Recording,Believe,Cher
2288,1999,Best Pop Album,Brand New Day,Sting
2289,1999,Best Traditional Pop Vocal Performance,Bennett Sings Ellington - Hot & Cool,Tony Bennett
2290,1999,Best Female Rock Vocal Performance,Sweet Child O' Mine,Sheryl Crow
2291,1999,Best Male Rock Vocal Performance,American Woman,Lenny Kravitz
2292,1999,Best Rock Performance By A Duo Or Group With Vocal,Put Your Lights On,Santana Featuring Everlast
2294,1999,Best Metal Performance,Iron Man,Black Sabbath
2295,1999,Best Rock Instrumental Performance,The Calling,Santana Featuring Eric Clapton
2297,1999,Best Rock Album,Supernatural,Santana
2298,1999,Best Alternative Music Performance,Mutations,Beck
2299,1999,Best Female R&B Vocal Performance,It's Not Right But It's Okay,Whitney Houston
2300,1999,Best Male R&B Vocal Performance,Staying Power,Barry White
2301,1999,Best R&B Performance By A Duo Or Group With Vocal,No Scrubs,TLC
2303,1999,Best R&B Album,Fanmail,TLC
2304,1999,Best Traditional R&B Vocal Performance,Staying Power,Barry White
2305,1999,Best Rap Solo Performance,My Name Is,Eminem
2306,1999,Best Rap Performance By A Duo Or Group,You Got Me,The Roots Featuring Erykah Badu
2307,1999,Best Rap Album,The Slim Shady LP,Eminem
2308,1999,Best Female Country Vocal Performance,Man! I Feel Like A Woman!,Shania Twain
2309,1999,Best Male Country Vocal Performance,Choices,George Jones
2310,1999,Best Country Performance By A Duo Or Group With Vocal,Ready To Run,Dixie Chicks
2311,1999,Best Country Collaboration With Vocals,After The Gold Rush,"Emmylou Harris, Linda Ronstadt & Dolly Parton"
2312,1999,Best Country Instrumental Performance,Bob's Breakdowns,"Asleep At The Wheel Featuring Tommy Allsup, Floyd Domino, Larry Franklin, Vince Gill & Steve Wariner"
2314,1999,Best Country Album,Fly,Dixie Chicks
2315,1999,Best Bluegrass Album,Ancient Tones,Ricky Skaggs & Kentucky Thunder
2316,1999,Best New Age Album,Celtic Solstice,Paul Winter & Friends
2317,1999,Best Contemporary Jazz Performance,Inside,David Sanborn
2318,1999,Best Jazz Vocal Performance,When I Look In Your Eyes,Diana Krall
2320,1999,"Best Jazz Instrumental Performance, Individual Or Group",Like Minds,"Gary Burton, Chick Corea, Pat Metheny, Roy Haynes & Dave Holland"
2321,1999,Best Large Jazz Ensemble Performance,Serendipity 18,The Bob Florence Limited Edition
2322,1999,Best Latin Jazz Performance,Latin Soul,Poncho Sanchez
2323,1999,Best Rock Gospel Album,Pray,Rebecca St. James
2324,1999,Best Pop/Contemporary Gospel Album,Speechless,Steven Curtis Chapman
2325,1999,"Best Southern, Country, Or Bluegrass Gospel Album",Kennedy Center Homecoming,Bill & Gloria Gaither & Their Homecoming Friends
2326,1999,Best Traditional Soul Gospel Album,Christmas With Shirley Caesar,Shirley Caesar
2327,1999,Best Contemporary Soul Gospel Album,Mountain High...Valley Low,Yolanda Adams
2329,1999,Best Latin Pop Performance,Tiempos,Rubén Blades
2330,1999,Best Latin Rock/Alternative Performance,Resurrection,Chris Perez Band
2331,1999,Best Traditional Tropical Latin Performance,Mambo Birdland,Tito Puente
2332,1999,Best Salsa Performance,Llego...Van Van - Van Van Is Here,Los Van Van
2333,1999,Best Merengue Performance,Pintame,Elvis Crespo
2334,1999,Best Mexican-American Performance,100 Años De Mariachi,Placido Domingo
2335,1999,Best Tejano Performance,Por Eso Te Amo,Los Palominos
2336,1999,Best Traditional Blues Album,Blues On The Bayou,B.B. King
2337,1999,Best Contemporary Blues Album,Take Your Shoes Off,The Robert Cray Band
2338,1999,Best Traditional Folk Album,Press On,June Carter Cash
2339,1999,Best Contemporary Folk Album,Mule Variations,Tom Waits
2340,1999,Best Reggae Album,Calling Rastafari,Burning Spear
2341,1999,Best World Music Album,Livro,Caetano Veloso
2342,1999,Best Polka Album,Polkasonic,Brave Combo
2343,1999,Best Musical Album For Children,The Adventures Of Elmo In Grouchland,(Various Artists)
2344,1999,Best Spoken Word Album For Children,Listen To The Storyteller,"Wynton Marsalis, Graham Greene & Kate Winslet"
2345,1999,Best Spoken Word Album,"The Autobiography Of Martin Luther King, Jr.",LeVar Burton
2346,1999,Best Spoken Comedy Album,Bigger And Blacker,Chris Rock
2348,1999,Best Soundtrack Album,Tarzan,Phil Collins
2375,1999,Best Long Form Music Video,Band Of Gypsys - Live At Fillmore East,(Jimi Hendrix)
2350,1999,"Best Song Written For A Motion Picture, Television Or Other Visual Media.",Beautiful Stranger (From Austin Powers - The Spy Who Shagged Me),"Madonna & William Orbit, songwriters (Madonna)"
2373,1999,Best Classical Crossover Album,"Schickele: Hornsmoke (Piano Concerto No. 2 In F Major ""Ole""; Brass Calendar; Hornsmoke - A Horse Opera)","Peter Schickele, narrator; The Chestnut Brass Company"
2374,1999,Best Short Form Music Video,Freak On A Leash,Korn
2376,1998,Record Of The Year,My Heart Will Go On (Love Theme From Titanic),Celine Dion
2377,1998,Album Of The Year,The Miseducation Of Lauryn Hill,Lauryn Hill
2380,1998,Best Female Pop Vocal Performance,My Heart Will Go On (Love Theme From Titanic),Celine Dion
2381,1998,Best Male Pop Vocal Performance,My Father's Eyes,Eric Clapton
2382,1998,Best Pop Performance By A Duo Or Group With Vocal,Jump Jive An' Wail,The Brian Setzer Orchestra
2383,1998,Best Pop Collaboration With Vocals,I Still Have That Other Girl,Elvis Costello & Burt Bacharach
2384,1998,Best Pop Instrumental Performance,Sleepwalk,The Brian Setzer Orchestra
2385,1998,Best Dance Recording,Ray Of Light,Madonna
2386,1998,Best Pop Album,Ray Of Light,Madonna
2387,1998,Best Traditional Pop Vocal Performance,Live At Carnegie Hall - The 50th Anniversary Concert,Patti Page
2388,1998,Best Female Rock Vocal Performance,Uninvited,Alanis Morissette
2389,1998,Best Male Rock Vocal Performance,Fly Away,Lenny Kravitz
2390,1998,Best Rock Performance By A Duo Or Group With Vocal,Pink,Aerosmith
2391,1998,Best Hard Rock Performance,Most High,Jimmy Page & Robert Plant
2392,1998,Best Metal Performance,Better Than You,Metallica
2393,1998,Best Rock Instrumental Performance,The Roots Of Coincidence,Pat Metheny Group
2395,1998,Best Rock Album,The Globe Sessions,Sheryl Crow
2396,1998,Best Alternative Music Performance,Hello Nasty,Beastie Boys
2397,1998,Best Female R&B Vocal Performance,Doo Wop (That Thing),Lauryn Hill
2398,1998,Best Male R&B Vocal Performance,St. Louis Blues,Stevie Wonder
2399,1998,Best R&B Performance By A Duo Or Group With Vocal,The Boy Is Mine,Brandy & Monica
2401,1998,Best R&B Album,The Miseducation Of Lauryn Hill,Lauryn Hill
2402,1998,Best Traditional R&B Vocal Performance,Live! - One Night Only,Patti LaBelle
2403,1998,Best Rap Solo Performance,Gettin' Jiggy Wit It,Will Smith
2404,1998,Best Rap Performance By A Duo Or Group,Intergalactic,Beastie Boys
2405,1998,Best Rap Album,Vol. 2...Hard Knock Life,Jay-Z
2406,1998,Best Female Country Vocal Performance,You're Still The One,Shania Twain
2407,1998,Best Male Country Vocal Performance,If You Ever Have Forever In Mind,Vince Gill
2408,1998,Best Country Performance By A Duo Or Group With Vocal,There's Your Trouble,Dixie Chicks
2409,1998,Best Country Collaboration With Vocals,Same Old Train,"Clint Black, Joe Diffie, Merle Haggard, Emmylou Harris, Alison Krauss, Patty Loveless, Earl Scruggs, Ricky Skaggs, Marty Stuart, Pam Tillis, Randy Travis, Travis Tritt & Dwight Yoakam"
2410,1998,Best Country Instrumental Performance,A Soldier's Joy,Randy Scruggs & Vince Gill
2412,1998,Best Country Album,Wide Open Spaces,Dixie Chicks
2413,1998,Best Bluegrass Album,Bluegrass Rules!,Ricky Skaggs & Kentucky Thunder
2414,1998,Best New Age Album,Landmarks,Clannad
2415,1998,Best Contemporary Jazz Performance,Imaginary Day,Pat Metheny Group
2416,1998,Best Jazz Vocal Performance,I Remember Miles,Shirley Horn
2418,1998,"Best Jazz Instrumental Performance, Individual Or Group",Gershwin's World,Herbie Hancock
2419,1998,Best Large Jazz Ensemble Performance,Count Plays Duke,"Count Basie Orchestra; Grover Mitchell, director"
2420,1998,Best Latin Jazz Performance,Hot House,Arturo Sandoval
2421,1998,Best Rock Gospel Album,You Are There,Ashley Cleveland
2422,1998,Best Pop/Contemporary Gospel Album,This Is My Song,Deniece Williams
2423,1998,"Best Southern, Country, Or Bluegrass Gospel Album",The Apostle - Soundtrack,(Various Artists)
2424,1998,Best Traditional Soul Gospel Album,He Leadeth Me,Cissy Houston
2425,1998,Best Contemporary Soul Gospel Album,The Nu Nation Project,Kirk Franklin
2427,1998,Best Latin Pop Performance,Vuelve,Ricky Martin
2428,1998,Best Latin Rock/Alternative Performance,Sueños Liquidos,Maná
2485,1997,Best Rock Performance By A Duo Or Group With Vocal,One Headlight,The Wallflowers
2429,1998,Best Tropical Latin Performance,Contra La Corriente,Marc Anthony
2430,1998,Best Mexican-American Music Performance,Los Super Seven,Los Super Seven
2431,1998,Best Tejano Music Performance,Said And Done,Flaco Jimenez
2432,1998,Best Traditional Blues Album,Any Place I'm Going,Otis Rush
2433,1998,Best Contemporary Blues Album,Slow Down,Keb' Mo'
2434,1998,Best Traditional Folk Album,Long Journey Home,The Chieftains
2435,1998,Best Contemporary Folk Album,Car Wheels On A Gravel Road,Lucinda Williams
2436,1998,Best Reggae Album,Friends,Sly And Robbie
2437,1998,Best World Music Album,Quanta Live,Gilberto Gil
2438,1998,Best Polka Album,Dance With Me,Jimmy Sturr & His Orchestra
2439,1998,Best Musical Album For Children,Elmopalooza!,(The Sesame Street Muppets & Various Artists)
2440,1998,Best Spoken Word Album For Children,The Children's Shakespeare,(Various Artists)
2441,1998,Best Spoken Word Album,Still Me,Christopher Reeve
2442,1998,Best Spoken Comedy Album,The 2000 Year Old Man In The Year 2000,Mel Brooks & Carl Reiner
2446,1998,Best Song Written For A Motion Picture Or For Television,My Heart Will Go On (Love Theme From Titanic),"James Horner & Will Jennings, songwriters (Celine Dion)"
2486,1997,Best Hard Rock Performance,The End Is The Beginning Is The End,The Smashing Pumpkins
2468,1998,Best Classical Crossover Album,Soul Of The Tango - The Music Of Astor Piazzolla,"Yo-Yo Ma, Jorge Calandrelli, conductor"
2469,1998,Best Short Form Music Video,Ray Of Light,Madonna
2470,1998,Best Long Form Music Video,American Masters - Lou Reed: Rock And Roll Heart,Lou Reed
2471,1997,Record Of The Year,Sunny Came Home,Shawn Colvin
2472,1997,Album Of The Year,Time Out Of Mind,Bob Dylan
2475,1997,Best Female Pop Vocal Performance,Building A Mystery,Sarah McLachlan
2476,1997,Best Male Pop Vocal Performance,Candle In The Wind 1997,Elton John
2477,1997,Best Pop Performance By A Duo Or Group With Vocal,Virtual Insanity,Jamiroquai
2478,1997,Best Pop Collaboration With Vocals,Don't Look Back,John Lee Hooker & Van Morrison
2479,1997,Best Pop Instrumental Performance,Last Dance,Sarah McLachlan
2480,1997,Best Dance Recording,Carry On,Donna Summer & Giorgio Moroder
2481,1997,Best Pop Album,Hourglass,James Taylor
2482,1997,Best Traditional Pop Vocal Performance,Tony Bennett On Holiday,Tony Bennett
2483,1997,Best Female Rock Vocal Performance,Criminal,Fiona Apple
2484,1997,Best Male Rock Vocal Performance,Cold Irons Bound,Bob Dylan
2488,1997,Best Rock Instrumental Performance,Block Rockin' Beats,The Chemical Brothers
2490,1997,Best Rock Album,Blue Moon Swamp,John Fogerty
2491,1997,Best Alternative Music Performance,Ok Computer,Radiohead
2492,1997,Best Female R&B Vocal Performance,On & On,Erykah Badu
2493,1997,Best Male R&B Vocal Performance,I Believe I Can Fly,R. Kelly
2494,1997,Best R&B Performance By A Duo Or Group With Vocal,No Diggity,Blackstreet
2496,1997,Best R&B Album,Baduizm,Erykah Badu
2497,1997,Best Rap Solo Performance,Men In Black,Will Smith
2498,1997,Best Rap Performance By A Duo Or Group,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112
2499,1997,Best Rap Album,No Way Out,Puff Daddy & The Family
2500,1997,Best Female Country Vocal Performance,How Do I Live,Trisha Yearwood
2501,1997,Best Male Country Vocal Performance,Pretty Little Adriana,Vince Gill
2502,1997,Best Country Performance By A Duo Or Group With Vocal,Looking In The Eyes Of Love,Alison Krauss & Union Station
2503,1997,Best Country Collaboration With Vocals,In Another's Eyes,Trisha Yearwood & Garth Brooks
2504,1997,Best Country Instrumental Performance,Little Liza Jane,Alison Krauss & Union Station
2506,1997,Best Country Album,Unchained,Johnny Cash
2507,1997,Best Bluegrass Album,So Long So Wrong,Alison Krauss & Union Station
2508,1997,Best New Age Album,Oracle,Michael Hedges
2509,1997,Best Contemporary Jazz Performance,Into The Sun,Randy Brecker
2510,1997,Best Jazz Vocal Performance,Dear Ella,Dee Dee Bridgewater
2512,1997,"Best Jazz Instrumental Performance, Individual Or Group",Beyond The Missouri Sky,Charlie Haden & Pat Metheny
2513,1997,Best Large Jazz Ensemble Performance,Joe Henderson Big Band,Joe Henderson Big Band
2514,1997,Best Latin Jazz Performance,Habana,Roy Hargrove's Crisol
2515,1997,Best Rock Gospel Album,Welcome To The Freak Show - dc Talk Live In Concert,dc Talk
2516,1997,Best Pop/Contemporary Gospel Album,Much Afraid,Jars Of Clay
2517,1997,"Best Southern, Country Or Bluegrass Gospel Album",Amazing Grace 2 - A Country Salute To Gospel,(Various Artists)
2518,1997,Best Traditional Soul Gospel Album,I Couldn't Hear Nobody Pray,The Fairfield Four
2519,1997,Best Contemporary Soul Gospel Album,Brothers,Take 6
2521,1997,Best Latin Pop Performance,Romances,Luis Miguel
2522,1997,Best Latin Rock/Alternative Performance,Fabulosos Calavera,Los Fabulosos Cadillacs
2523,1997,Best Tropical Latin Performance,Buena Vista Social Club,Ry Cooder
2524,1997,Best Mexican-American/Tejano Music Performance,En Tus Manos,La Mafia
2525,1997,Best Traditional Blues Album,Don't Look Back,John Lee Hooker
2526,1997,Best Contemporary Blues Album,Señor Blues,Taj Mahal
2527,1997,Best Traditional Folk Album,L'amour Ou La Folie,BeauSoleil
2528,1997,Best Contemporary Folk Album,Time Out Of Mind,Bob Dylan
2529,1997,Best Reggae Album,Fallen Is Babylon,Ziggy Marley & The Melody Makers
2530,1997,Best World Music Album,Nascimento,Milton Nascimento
2531,1997,Best Polka Album,Living On Polka Time,Jimmy Sturr
2532,1997,Best Musical Album For Children,All Aboard!,John Denver
2533,1997,Best Spoken Word Album For Children,Winnie-The-Pooh,Charles Kuralt
2534,1997,Best Spoken Word Album,Charles Kuralt's Spring,Charles Kuralt
2535,1997,Best Spoken Comedy Album,Roll With The New,Chris Rock
2539,1997,Best Song Written Specifically For A Motion Picture Or For Television,I Believe I Can Fly (From Space Jam),"R. Kelly, songwriter (R. Kelly)"
2561,1997,Best Short Form Music Video,Got 'Till It's Gone,Janet Jackson
2562,1997,Best Long Form Music Video,Jagged Little Pill - Live,Alanis Morissette
2563,1996,Record Of The Year,Change The World,Eric Clapton
2564,1996,Album Of The Year,Falling Into You,Celine Dion
2567,1996,Best Female Pop Vocal Performance,Un-Break My Heart,Toni Braxton
2568,1996,Best Male Pop Vocal Performance,Change The World,Eric Clapton
2569,1996,Best Pop Performance By A Duo Or Group With Vocal,Free As A Bird,The Beatles
2570,1996,Best Pop Collaboration With Vocals,When I Fall In Love,"Natalie Cole (& Nat ""King"" Cole)"
2571,1996,Best Pop Instrumental Performance,The Sinister Minister,Béla Fleck & The Flecktones
2572,1996,Best Pop Album,Falling Into You,Celine Dion
2573,1996,Best Traditional Pop Vocal Performance,Here's To The Ladies,Tony Bennett
2574,1996,Best Female Rock Vocal Performance,If It Makes You Happy,Sheryl Crow
2575,1996,Best Male Rock Vocal Performance,Where It's At,Beck
2576,1996,Best Rock Performance By A Duo Or Group With Vocal,So Much To Say,Dave Matthews Band
2577,1996,Best Hard Rock Performance,Bullet With Butterfly Wings,The Smashing Pumpkins
2578,1996,Best Metal Performance,Tire Me,Rage Against The Machine
2579,1996,Best Rock Instrumental Performance,SRV Shuffle,"Jimmie Vaughan, Eric Clapton, Bonnie Raitt, Robert Cray, B.B. King, Buddy Guy, Dr. John & Art Neville"
2581,1996,Best Rock Album,Sheryl Crow,Sheryl Crow
2582,1996,Best Alternative Music Performance,Odelay,Beck
2583,1996,Best Female R&B Vocal Performance,You're Makin' Me High,Toni Braxton
2584,1996,Best Male R&B Vocal Performance,Your Secret Love,Luther Vandross
2585,1996,Best R&B Performance By A Duo Or Group With Vocal,Killing Me Softly With His Song,Fugees
2587,1996,Best R&B Album,Words,The Tony Rich Project
2588,1996,Best Rap Solo Performance,Hey Lover,LL Cool J
2589,1996,Best Rap Performance By A Duo Or Group,Tha Crossroads,Bone Thugs-N-Harmony
2590,1996,Best Rap Album,The Score,Fugees
2591,1996,Best Female Country Vocal Performance,Blue,LeAnn Rimes
2592,1996,Best Male Country Vocal Performance,Worlds Apart,Vince Gill
2593,1996,Best Country Vocal Performance By A Duo Or Group,My Maria,Brooks & Dunn
2594,1996,Best Country Collaboration With Vocals,High Lonesome Sound,Vince Gill Featuring Alison Krauss & Union Station
2595,1996,Best Country Instrumental Performance,Jam Man,Chet Atkins
2597,1996,Best Country Album,The Road To Ensenada,Lyle Lovett
2598,1996,Best Bluegrass Album,True Life Blues - The Songs Of Bill Monroe,(Various Artists)
2600,1996,Best Contemporary Jazz Performance,High Life,Wayne Shorter
2601,1996,Best Jazz Vocal Performance,New Moon Daughter,Cassandra Wilson
2603,1996,"Best Jazz Instrumental Performance, Individual Or Group",Tales From The Hudson,Michael Brecker
2604,1996,Best Large Jazz Ensemble Performance,Live At Manchester Craftsmen's Guild,Grover Mitchell
2605,1996,Best Latin Jazz Performance,Portraits Of Cuba,Paquito D'Rivera
2606,1996,Best Rock Gospel Album,Jesus Freak,dc Talk
2607,1996,Best Pop/Contemporary Gospel Album,Tribute - The Songs Of Andrae Crouch,(Various Artists)
2608,1996,"Best Southern Gospel, Country Gospel Or Bluegrass Gospel Album",I Love To Tell The Story - 25 Timeless Hymns,Andy Griffith
2609,1996,Best Traditional Soul Gospel Album,Face To Face,Cissy Houston
2610,1996,Best Contemporary Soul Gospel Album,Whatcha Lookin' 4,Kirk Franklin & The Family
2612,1996,Best Latin Pop Performance,Enrique Iglesias,Enrique Iglesias
2613,1996,Best Tropical Latin Performance,La Rosa De Los Vientos,Rubén Blades
2614,1996,Best Mexican-American/Tejano Music Performance,Un Millon De Rosas,La Mafia
2615,1996,Best Traditional Blues Album,Deep In The Blues,James Cotton
2616,1996,Best Contemporary Blues Album,Just Like You,Keb' Mo'
2617,1996,Best Traditional Folk Album,Pete,Pete Seeger
2618,1996,Best Contemporary Folk Album,The Ghost Of Tom Joad,Bruce Springsteen
2619,1996,Best Reggae Album,Hall Of Fame - A Tribute To Bob Marley's 50th Anniversary,Bunny Wailer
2620,1996,Best World Music Album,Santiago,The Chieftains
2621,1996,Best Polka Album,Polka! All Night Long,Jimmy Sturr
2622,1996,Best Musical Album For Children,Dedicated To The One I Love,Linda Ronstadt
2623,1996,Best Spoken Word Album For Children,Stellaluna,David Holt
2624,1996,Best Spoken Word Or Non-Musical Album,It Takes A Village,Hillary Rodham Clinton
2625,1996,Best Spoken Comedy Album,Rush Limbaugh Is A Big Fat Idiot,Al Franken
2629,1996,Best Song Written Specifically For A Motion Picture Or For Television,Because You Loved Me (Theme From Up Close & Personal),"Diane Warren, songwriter (Celine Dion)"
2650,1996,"Best Music Video, Short Form",Free As A Bird,The Beatles
2651,1996,"Best Music Video, Long Form",The Beatles Anthology,The Beatles
2652,1995,Record Of The Year,Kiss From A Rose,Seal
2653,1995,Album Of The Year,Jagged Little Pill,Alanis Morissette
2656,1995,Best Female Pop Vocal Performance,"No More ""I Love You's""",Annie Lennox
2657,1995,Best Male Pop Vocal Performance,Kiss From A Rose,Seal
2658,1995,Best Pop Performance By A Duo Or Group With Vocal,Let Her Cry,Hootie & The Blowfish
2659,1995,Best Pop Collaboration With Vocals,Have I Told You Lately That I Love You?,The Chieftains & Van Morrison
2660,1995,Best Pop Instrumental Performance,Mariachi Suite,Los Lobos
2661,1995,Best Pop Album,Turbulent Indigo,Joni Mitchell
2662,1995,Best Traditional Pop Vocal Performance,Duets II,Frank Sinatra
2663,1995,Best Female Rock Vocal Performance,You Oughta Know,Alanis Morissette
2664,1995,Best Male Rock Vocal Performance,You Don't Know How It Feels,Tom Petty
2665,1995,Best Rock Performance By A Duo Or Group With Vocal,Run-Around,Blues Traveler
2666,1995,Best Hard Rock Performance,Spin The Black Circle,Pearl Jam
2667,1995,Best Metal Performance,Happiness In Slavery,Nine Inch Nails
2668,1995,Best Rock Instrumental Performance,Jessica,The Allman Brothers Band
2670,1995,Best Rock Album,Jagged Little Pill,Alanis Morissette
2671,1995,Best Alternative Music Performance,MTV Unplugged In New York,Nirvana
2672,1995,Best Female R&B Vocal Performance,I Apologize,Anita Baker
2673,1995,Best Male R&B Vocal Performance,For Your Love,Stevie Wonder
2674,1995,Best R&B Performance By A Duo Or Group With Vocal,Creep,TLC
2676,1995,Best R&B Album,Crazysexycool,TLC
2677,1995,Best Rap Solo Performance,Gangsta's Paradise,Coolio
2678,1995,Best Rap Performance By A Duo Or Group,I'll Be There For You/You're All I Need To Get By,Method Man Featuring Mary J. Blige
2679,1995,Best Rap Album,Poverty's Paradise,Naughty By Nature
2680,1995,Best Female Country Vocal Performance,"Baby, Now That I've Found You",Alison Krauss
2681,1995,Best Male Country Vocal Performance,Go Rest High On That Mountain,Vince Gill
3906,1978,"Best Soul Gospel Performance, Contemporary",Live In London,Andrae Crouch & The Disciples
2682,1995,Best Country Performance By A Duo Or Group With Vocal,Here Comes The Rain,The Mavericks
2683,1995,Best Country Collaboration With Vocals,Somewhere In The Vicinity Of The Heart,Shenandoah & Alison Krauss
2684,1995,Best Country Instrumental Performance,Hightower,Asleep At The Wheel Featuring Béla Fleck & Johnny Gimble
2686,1995,Best Country Album,The Woman In Me,Shania Twain
2687,1995,Best Bluegrass Album,Unleashed,The Nashville Bluegrass Band
2688,1995,Best New Age Album,Forest,George Winston
2689,1995,Best Contemporary Jazz Performance,We Live Here,Pat Metheny Group
2690,1995,Best Jazz Vocal Performance,An Evening With Lena Horne,Lena Horne
2692,1995,"Best Jazz Instrumental Performance, Individual Or Group",Infinity,McCoy Tyner Trio & Michael Brecker
2693,1995,Best Large Jazz Ensemble Performance,All Blues,Tom Scott (GRP All-Star Big Band)
2694,1995,Best Latin Jazz Performance,Antonio Brasileiro,Jobim
2695,1995,Best Rock Gospel Album,Lesson Of Love,Ashley Cleveland
2696,1995,Best Pop/Contemporary Gospel Album,I'll Lead You Home,Michael W. Smith
2697,1995,"Best Southern Gospel, Country Gospel Or Bluegrass Gospel Album",Amazing Grace - A Country Salute To Gospel,(Various Artists)
2698,1995,Best Traditional Soul Gospel Album,Shirley Caesar Live - He Will Come,Shirley Caesar
2699,1995,Best Contemporary Soul Gospel Album,Alone In His Presence,CeCe Winans
2701,1995,Best Latin Pop Performance,Amor,Jon Secada
2702,1995,Best Tropical Latin Performance,Abriendo Puertas,Gloria Estefan
2703,1995,Best Mexican-American/Tejano Music Performance,Flaco Jimenez,Flaco Jimenez
2704,1995,Best Traditional Blues Album,Chill Out,John Lee Hooker
2705,1995,Best Contemporary Blues Album,Slippin' In,Buddy Guy
2706,1995,Best Traditional Folk Album,South Coast,Ramblin' Jack Elliott
2707,1995,Best Contemporary Folk Album,Wrecking Ball,Emmylou Harris
2708,1995,Best Reggae Album,Boombastic,Shaggy
2709,1995,Best World Music Album,Boheme,Deep Forest
2710,1995,Best Polka Album,I Love To Polka,Jimmy Sturr
2711,1995,Best Musical Album For Children,Sleepy Time Lullabys,Barbara Bailey Hutchison
2712,1995,Best Spoken Word Album For Children,Prokofiev: Peter And The Wolf,Patrick Stewart
2713,1995,Best Spoken Word Or Non-Musical Album,Phenomenal Woman,Maya Angelou
2714,1995,Best Spoken Comedy Album,Crank Calls,Jonathan Winters
2718,1995,Best Song Written Specifically For A Motion Picture Or For Television,Colors Of The Wind (From Pocahontas),"Alan Menken & Stephen Schwartz, songwriters (Vanessa Williams & Judy Kuhn)"
3907,1978,"Best Soul Gospel Performance, Traditional",Live And Direct,Mighty Clouds Of Joy
2738,1995,"Best Music Video, Short Form",Scream,Michael Jackson & Janet Jackson
2739,1995,"Best Music Video, Long Form",Secret World Live,Peter Gabriel
2740,1994,Record Of The Year,All I Wanna Do,Sheryl Crow
2741,1994,Album Of The Year,MTV Unplugged,Tony Bennett
2744,1994,Best Female Pop Vocal Performance,All I Wanna Do,Sheryl Crow
2745,1994,Best Male Pop Vocal Performance,Can You Feel The Love Tonight,Elton John
2746,1994,Best Pop Performance By A Duo Or Group With Vocal,I Swear,All-4-One
2747,1994,Best Pop Vocal Collaboration,Funny How Time Slips Away,Al Green & Lyle Lovett
2748,1994,Best Pop Instrumental Performance,Cruisin',Booker T & The MG's
2749,1994,Best Pop Album,Longing In Their Hearts,Bonnie Raitt
2750,1994,Best Traditional Pop Vocal Performance,MTV Unplugged,Tony Bennett
2751,1994,Best Female Rock Vocal Performance,Come To My Window,Melissa Etheridge
2752,1994,Best Male Rock Vocal Performance,Streets Of Philadelphia,Bruce Springsteen
2753,1994,Best Rock Performance By A Duo Or Group With Vocal,Crazy,Aerosmith
2754,1994,Best Hard Rock Performance,Black Hole Sun,Soundgarden
2755,1994,Best Metal Performance,Spoonman,Soundgarden
2756,1994,Best Rock Instrumental Performance,Marooned,Pink Floyd
2758,1994,Best Rock Album,Voodoo Lounge,The Rolling Stones
2759,1994,Best Alternative Music Performance,Dookie,Green Day
2760,1994,Best Female R&B Vocal Performance,Breathe Again,Toni Braxton
2761,1994,Best Male R&B Vocal Performance,When Can I See You,Babyface
2762,1994,Best R&B Performance By A Duo Or Group With Vocal,I'll Make Love To You,Boyz II Men
2764,1994,Best R&B Album,II,Boyz II Men
2765,1994,Best Rap Solo Performance,U.N.I.T.Y.,Queen Latifah
2766,1994,Best Rap Performance By A Duo Or Group,None Of Your Business,Salt-N-Pepa
2767,1994,Best Female Country Vocal Performance,Shut Up And Kiss Me,Mary Chapin Carpenter
2768,1994,Best Male Country Vocal Performance,When Love Finds You,Vince Gill
2769,1994,Best Country Performance By A Duo Or Group With Vocal,Blues For Dixie,Asleep At The Wheel & Lyle Lovett
2770,1994,Best Country Vocal Collaboration,I Fall To Pieces,Aaron Neville & Trisha Yearwood
2771,1994,Best Country Instrumental Performance,Young Thing,Chet Atkins
2773,1994,Best Country Album,Stones In The Road,Mary Chapin Carpenter
2774,1994,Best Bluegrass Album,The Great Dobro Sessions,(Various Artists)
2775,1994,Best New Age Album,Prayer For The Wild Things,Paul Winter
2776,1994,Best Contemporary Jazz Performance,Out Of The Loop,Brecker Brothers
